,locality,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
17098,Rijkevorsel,HOUSE,VILLA,610000.0,5.0,207.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,827.0,4.0,1,GOOD
17099,Chaumont-Gistoux,HOUSE,VILLA,615000.0,4.0,262.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,1807.0,4.0,0,GOOD
17100,Rhode-Saint-Genese,HOUSE,HOUSE,625000.0,4.0,180.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,1220.0,4.0,0,UNKNOWN
17101,Aartrijke,HOUSE,VILLA,625000.0,6.0,349.0,USA_INSTALLED,0,0.0,1,0.0,0,0.0,5868.0,4.0,0,GOOD
17102,Keerbergen,HOUSE,HOUSE,635000.0,5.0,238.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,1480.0,4.0,0,GOOD
17103,Mechelen,HOUSE,HOUSE,645000.0,3.0,155.0,INSTALLED,0,0.0,1,25.0,1,155.0,220.0,3.0,1,JUST_RENOVATED
17104,KORBEEK-DIJLE,HOUSE,HOUSE,645000.0,4.0,281.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,1535.0,4.0,0,UNKNOWN
17105,Anderlecht,HOUSE,APARTMENT_BLOCK,2200000.0,0.0,350.5386996904025,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,GOOD
17106,Sint-Niklaas,HOUSE,MANSION,1495000.0,4.0,450.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
17107,Ans,HOUSE,APARTMENT_BLOCK,5400000.0,21.0,350.5386996904025,NOT_DEFINED,0,0.0,0,0.0,0,0.0,5700.0,3.0,0,GOOD
17108,Charleroi Gosselies,HOUSE,APARTMENT_BLOCK,540000.0,2.0,200.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1600.0,3.0,0,AS_NEW
17109,Jodoigne,HOUSE,APARTMENT_BLOCK,550000.0,4.0,360.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
17110,Brussels,APARTMENT,KOT,4200000.0,22.0,632.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,JUST_RENOVATED
17111,Brussels,HOUSE,APARTMENT_BLOCK,4200000.0,22.0,632.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,632.0,2.0,0,JUST_RENOVATED
17112,Maaseik,HOUSE,APARTMENT_BLOCK,2600000.0,0.0,730.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,730.0,2.0,0,AS_NEW
17113,Bruxelles,HOUSE,APARTMENT_BLOCK,2250000.0,7.0,420.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,420.0,3.0,0,AS_NEW
17114,Schelle,HOUSE,APARTMENT_BLOCK,950000.0,6.0,350.5386996904025,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1100.0,2.0,0,AS_NEW
17115,Knokke-Heist,HOUSE,HOUSE,845000.0,4.0,208.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,248.0,2.0,0,AS_NEW
17116,Antwerp,APARTMENT,FLAT_STUDIO,109000.0,1.0,34.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,TO_RENOVATE
17117,Ciney,APARTMENT,APARTMENT,225000.0,3.0,116.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,3.0,0,GOOD
17118,Rendeux,HOUSE,HOUSE,450000.0,4.0,128.0,NOT_INSTALLED,0,0.0,0,0.0,0,0.0,5117.0,4.0,0,TO_RENOVATE
17119,Grimbergen,APARTMENT,APARTMENT,340000.0,2.0,90.0,HYPER_EQUIPPED,1,0.0,1,10.0,0,0.0,0.0,2.0,0,GOOD
17120,Ixelles,HOUSE,EXCEPTIONAL_PROPERTY,2350000.0,5.0,485.0,USA_HYPER_EQUIPPED,0,0.0,1,40.0,0,0.0,170.0,2.0,0,AS_NEW
17121,Schelle,APARTMENT,APARTMENT,199000.0,2.0,78.0,INSTALLED,0,0.0,1,4.0,0,0.0,0.0,2.0,0,JUST_RENOVATED
17122,Antwerp,HOUSE,MANSION,550000.0,4.0,177.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,69.0,2.0,0,GOOD
17123,Enghien,HOUSE,HOUSE,420000.0,3.0,184.0,INSTALLED,0,0.0,1,24.0,1,300.0,519.0,3.0,0,UNKNOWN
17124,Kortrijk,HOUSE,HOUSE,315000.0,2.0,124.0,SEMI_EQUIPPED,0,0.0,1,0.0,1,200.0,504.0,4.0,0,TO_BE_DONE_UP
17125,Meise,HOUSE,VILLA,599000.0,3.0,215.0,HYPER_EQUIPPED,0,0.0,1,21.0,0,0.0,645.0,4.0,0,AS_NEW
17126,Gerpinnes Acoz,HOUSE,HOUSE,225000.0,3.0,150.0,INSTALLED,0,0.0,0,0.0,0,0.0,460.0,2.0,0,TO_RENOVATE
17127,Grimbergen,HOUSE,HOUSE,850000.0,5.0,218.0,SEMI_EQUIPPED,0,1.0,1,0.0,1,0.0,6373.0,4.0,0,GOOD
17128,Dilbeek,APARTMENT,DUPLEX,395000.0,3.0,115.0,USA_HYPER_EQUIPPED,0,0.0,1,8.0,1,200.0,0.0,0.0,0,AS_NEW
17129,Zandhoven,APARTMENT,GROUND_FLOOR,275000.0,1.0,72.0,HYPER_EQUIPPED,0,0.0,1,50.0,0,0.0,0.0,3.0,0,AS_NEW
17130,Waterloo,HOUSE,VILLA,350000.0,3.0,129.0,INSTALLED,0,0.0,1,20.0,0,0.0,437.0,4.0,0,TO_RENOVATE
17131,Antwerp,APARTMENT,APARTMENT,319000.0,1.0,65.0,HYPER_EQUIPPED,1,0.0,1,0.0,0,0.0,0.0,0.0,0,AS_NEW
17132,Antwerp,APARTMENT,DUPLEX,725000.0,3.0,125.0,HYPER_EQUIPPED,0,0.0,1,80.0,0,0.0,0.0,2.0,0,JUST_RENOVATED
17133,Antwerp,APARTMENT,APARTMENT,259000.0,1.0,63.0,INSTALLED,0,0.0,1,10.0,0,0.0,0.0,2.0,0,GOOD
17134,Forest,HOUSE,APARTMENT_BLOCK,1090000.0,4.0,325.0,NOT_DEFINED,0,0.0,1,30.0,1,100.0,210.0,2.0,0,UNKNOWN
17135,Mont (luxembourg),HOUSE,HOUSE,1099000.0,12.0,655.0,NOT_DEFINED,0,0.0,1,16.0,1,873.0,1288.0,4.0,0,GOOD
17136,Bruxelles,HOUSE,APARTMENT_BLOCK,1100000.0,5.0,300.0,INSTALLED,0,0.0,1,20.0,0,0.0,120.0,2.0,0,GOOD
17137,Deurle,HOUSE,VILLA,1100000.0,3.0,407.0,INSTALLED,0,0.0,1,0.0,0,0.0,1131.0,4.0,0,GOOD
17138,Dilbeek,HOUSE,EXCEPTIONAL_PROPERTY,1125000.0,4.0,349.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,6200.0,4.0,1,GOOD
17139,Keerbergen,HOUSE,VILLA,1150000.0,6.0,566.0,INSTALLED,0,0.0,1,0.0,1,2436.0,2701.0,4.0,1,GOOD
17140,Lasne,HOUSE,HOUSE,1190000.0,5.0,255.0,INSTALLED,0,0.0,1,0.0,1,1500.0,2070.0,4.0,1,GOOD
17141,Bruxelles,HOUSE,HOUSE,1195000.0,5.0,245.0,HYPER_EQUIPPED,0,0.0,1,74.0,0,0.0,0.0,2.0,0,GOOD
17142,Knokke-Heist,HOUSE,HOUSE,1195000.0,3.0,218.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,343.0,3.0,0,JUST_RENOVATED
17143,Aarschot,HOUSE,MIXED_USE_BUILDING,1200000.0,0.0,20630.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,2630.0,4.0,0,AS_NEW
17144,Sint-Agatha-Berchem,HOUSE,VILLA,1227000.0,4.0,220.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,2086.0,4.0,0,GOOD
17145,Knokke-Heist,HOUSE,HOUSE,1245000.0,5.0,219.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,1,175.0,175.0,2.0,0,AS_NEW
17146,Affligem,HOUSE,EXCEPTIONAL_PROPERTY,1250000.0,3.0,320.0,INSTALLED,0,0.0,1,15.0,1,1500.0,49317.0,4.0,0,GOOD
17147,Aalst Meldert,HOUSE,EXCEPTIONAL_PROPERTY,1250000.0,3.0,320.0,INSTALLED,0,0.0,1,15.0,1,1500.0,49317.0,4.0,0,GOOD
17148,Vilvoorde,HOUSE,MANSION,1265000.0,5.0,553.0,USA_HYPER_EQUIPPED,0,0.0,1,108.0,0,0.0,6291.0,4.0,0,AS_NEW
17149,Bruxelles,HOUSE,MANSION,1275000.0,3.0,450.0,HYPER_EQUIPPED,0,0.0,1,25.0,0,0.0,100.0,2.0,0,GOOD
17150,Kalmthout,HOUSE,HOUSE,1275000.0,5.0,243.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,5880.0,4.0,0,AS_NEW
17151,Knokke-Heist,HOUSE,HOUSE,1295000.0,4.0,249.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,302.0,3.0,0,AS_NEW
17152,Uccle,HOUSE,APARTMENT_BLOCK,1300000.0,0.0,634.0,NOT_INSTALLED,0,0.0,1,0.0,0,0.0,634.0,2.0,0,TO_RENOVATE
17153,Knokke-Heist,HOUSE,VILLA,1350000.0,6.0,360.0,HYPER_EQUIPPED,0,0.0,1,36.0,0,0.0,496.0,4.0,0,AS_NEW
17154,Brugge,HOUSE,MANSION,1375000.0,7.0,387.0,NOT_DEFINED,1,0.0,0,0.0,0,0.0,444.0,0.0,0,GOOD
17155,Braine-l'Alleud,HOUSE,VILLA,1450000.0,6.0,550.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,4000.0,4.0,1,TO_RENOVATE
17156,Grimbergen,HOUSE,BUNGALOW,1450000.0,2.0,124.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,49.0,4.0,0,TO_RENOVATE
17157,Brasschaat,HOUSE,VILLA,1450000.0,4.0,432.0,USA_INSTALLED,0,0.0,1,0.0,0,0.0,1473.0,4.0,0,UNKNOWN
17158,Ixelles,HOUSE,MANSION,1495000.0,4.0,300.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,160.0,2.0,0,AS_NEW
17159,De Haan,HOUSE,HOUSE,1495000.0,3.0,259.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,1644.0,4.0,0,GOOD
17160,Zwijnaarde,HOUSE,VILLA,1495000.0,4.0,383.0,NOT_DEFINED,0,1.0,1,1.0,0,0.0,1995.0,4.0,0,GOOD
17161,Kraainem,HOUSE,EXCEPTIONAL_PROPERTY,1560000.0,6.0,500.0,USA_HYPER_EQUIPPED,0,0.0,1,45.0,0,0.0,2471.0,4.0,0,AS_NEW
17162,Ixelles,HOUSE,HOUSE,1590000.0,7.0,405.0,USA_HYPER_EQUIPPED,0,0.0,1,11.0,1,120.0,0.0,2.0,0,AS_NEW
17163,Affligem,HOUSE,EXCEPTIONAL_PROPERTY,1590000.0,4.0,370.0,INSTALLED,0,1.0,1,62.0,1,0.0,3162.0,4.0,1,UNKNOWN
17164,Moerzeke,HOUSE,HOUSE,255000.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,1,0.0,0,0.0,266.0,3.0,0,GOOD
17165,Houthalen-Helchteren,APARTMENT,APARTMENT,260000.0,2.0,100.0,NOT_DEFINED,0,0.0,1,7.0,0,0.0,0.0,0.0,0,GOOD
17166,Watermael-Boitsfort,APARTMENT,APARTMENT,320000.0,1.0,94.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,JUST_RENOVATED
17167,Braine-l'Alleud,HOUSE,VILLA,525000.0,3.0,131.0,HYPER_EQUIPPED,0,0.0,1,20.0,1,475.0,601.0,4.0,0,GOOD
17168,Seneffe,HOUSE,HOUSE,190000.0,3.0,150.0,NOT_INSTALLED,0,0.0,1,44.0,0,0.0,140.0,2.0,0,GOOD
17169,Mellet,HOUSE,HOUSE,265000.0,3.0,141.0,NOT_DEFINED,0,0.0,1,29.0,1,522.0,700.0,4.0,0,TO_BE_DONE_UP
17170,Tienen,HOUSE,HOUSE,215000.0,3.0,120.0,INSTALLED,0,0.0,1,14.0,1,14.0,76.0,2.0,0,GOOD
17171,Tienen,HOUSE,TOWN_HOUSE,295000.0,2.0,220.0,NOT_DEFINED,0,0.0,1,20.0,1,145.0,251.0,2.0,0,GOOD
17172,Bertem,APARTMENT,APARTMENT,395000.0,2.0,93.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,3.0,0,AS_NEW
17173,Enghien,HOUSE,HOUSE,199000.0,2.0,215.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,3.0,0,TO_BE_DONE_UP
17174,Enghien,APARTMENT,APARTMENT,199000.0,2.0,215.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,3.0,0,TO_BE_DONE_UP
17175,Chastre,HOUSE,HOUSE,349000.0,2.0,135.0,USA_HYPER_EQUIPPED,0,0.0,1,54.0,1,850.0,987.0,4.0,0,TO_BE_DONE_UP
17176,Wavre,HOUSE,VILLA,449000.0,3.0,140.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,654.0,654.0,4.0,0,AS_NEW
17177,Arendonk,HOUSE,HOUSE,279000.0,5.0,190.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,288.0,2.0,0,GOOD
17178,Herselt,HOUSE,HOUSE,569000.0,3.0,223.0,INSTALLED,0,0.0,1,0.0,0,0.0,1358.0,4.0,0,AS_NEW
17179,Aarschot,HOUSE,HOUSE,245000.0,2.0,67.0,INSTALLED,0,0.0,1,8.0,0,0.0,30.0,2.0,0,AS_NEW
17180,Liedekerke,HOUSE,HOUSE,475000.0,3.0,228.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,650.0,2.0,0,AS_NEW
17181,Tournai,HOUSE,HOUSE,195000.0,4.0,140.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,50.0,2.0,0,UNKNOWN
17182,Durbuy,HOUSE,HOUSE,495000.0,5.0,451.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,1,1110.0,1110.0,3.0,0,AS_NEW
17183,Tienen,HOUSE,HOUSE,335000.0,3.0,142.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,865.0,2.0,0,TO_RENOVATE
17184,Forges,HOUSE,HOUSE,160000.0,3.0,184.0,NOT_DEFINED,0,0.0,1,25.0,1,3347.0,3927.0,4.0,0,GOOD
17185,Gent Gentbrugge,HOUSE,HOUSE,349000.0,3.0,143.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,110.0,2.0,0,GOOD
17186,Evergem,HOUSE,HOUSE,330000.0,3.0,145.0,NOT_DEFINED,0,0.0,0,0.0,1,200.0,438.0,3.0,0,TO_RENOVATE
17187,Verviers,HOUSE,HOUSE,165000.0,5.0,190.0,INSTALLED,0,0.0,1,0.0,1,150.0,230.0,2.0,0,TO_RENOVATE
17188,Mont-de-l'Enclus,HOUSE,HOUSE,149500.0,3.0,140.0,SEMI_EQUIPPED,0,0.0,1,20.0,1,900.0,1501.0,4.0,0,TO_RENOVATE
17189,Ronse,HOUSE,HOUSE,179000.0,3.0,117.0,INSTALLED,0,0.0,0,0.0,1,17.0,80.0,2.0,0,JUST_RENOVATED
17190,Donceel,APARTMENT,APARTMENT,165000.0,2.0,90.0,INSTALLED,0,0.0,1,30.0,1,50.0,0.0,3.0,0,GOOD
17191,Waterloo,HOUSE,VILLA,550000.0,4.0,240.0,SEMI_EQUIPPED,0,0.0,1,28.0,1,720.0,1400.0,4.0,0,TO_RENOVATE
17192,hondon de las nieves,HOUSE,VILLA,332500.0,3.0,228.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,216.0,4.0,1,AS_NEW
17193,BRAY,HOUSE,HOUSE,270000.0,4.0,313.0,INSTALLED,0,1.0,1,30.0,1,200.0,334.0,2.0,0,GOOD
17194,Aartrijke,HOUSE,HOUSE,270000.0,3.0,218.0,INSTALLED,0,0.0,1,0.0,0,0.0,240.0,0.0,0,GOOD
17195,Héron,HOUSE,VILLA,275000.0,3.0,170.0,INSTALLED,0,0.0,0,0.0,0,0.0,4480.0,4.0,0,GOOD
17196,La Calamine,HOUSE,HOUSE,275000.0,4.0,210.0,INSTALLED,0,1.0,1,42.0,1,100.0,350.0,4.0,0,TO_BE_DONE_UP
17197,Geraardsbergen,HOUSE,MIXED_USE_BUILDING,275000.0,3.0,265.0,USA_SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,173.0,2.0,0,TO_BE_DONE_UP
17198,Kruisem,HOUSE,HOUSE,275000.0,3.0,172.0,NOT_DEFINED,0,0.0,1,0.0,1,0.0,474.0,3.0,0,TO_RENOVATE
17199,Dendermonde,HOUSE,TOWN_HOUSE,278000.0,3.0,150.0,INSTALLED,0,0.0,1,1.0,1,60.0,144.0,2.0,0,JUST_RENOVATED
17200,Halle,HOUSE,HOUSE,279000.0,3.0,137.0,INSTALLED,0,0.0,1,0.0,0,0.0,230.0,2.0,0,TO_BE_DONE_UP
17201,Marche-en-Famenne,HOUSE,HOUSE,279000.0,5.0,342.0,INSTALLED,0,0.0,1,20.0,1,1378.0,1800.0,4.0,0,GOOD
17202,Wachtebeke,HOUSE,HOUSE,279000.0,2.0,118.0,INSTALLED,0,0.0,1,0.0,0,0.0,305.0,3.0,0,GOOD
17203,Deinze,HOUSE,HOUSE,279000.0,4.0,120.0,INSTALLED,0,0.0,0,0.0,0,0.0,120.0,2.0,0,GOOD
17204,Salmchateau,HOUSE,HOUSE,280000.0,3.0,200.0,INSTALLED,0,0.0,0,0.0,1,8000.0,8070.0,4.0,0,TO_RESTORE
17205,Mons,HOUSE,HOUSE,280000.0,4.0,212.0,INSTALLED,0,0.0,1,0.0,1,0.0,190.0,3.0,0,GOOD
17206,Oquier,HOUSE,HOUSE,284000.0,3.0,146.0,NOT_DEFINED,0,0.0,1,44.0,1,425.0,503.0,2.0,0,GOOD
17207,Ophain-Bois-Seigneur-Isaac,HOUSE,HOUSE,285000.0,3.0,157.0,NOT_INSTALLED,0,0.0,0,0.0,0,0.0,404.0,2.0,0,UNKNOWN
17208,Merchtem,HOUSE,HOUSE,285000.0,3.0,178.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,769.0,2.0,0,GOOD
17209,Juprelle,HOUSE,HOUSE,285000.0,3.0,150.0,NOT_DEFINED,0,0.0,0,0.0,1,110.0,0.0,2.0,0,UNKNOWN
17210,Erquelinnes,HOUSE,MANSION,285000.0,5.0,300.0,INSTALLED,0,1.0,1,20.0,1,718.0,900.0,4.0,0,GOOD
17211,Houthulst,HOUSE,HOUSE,288545.0,3.0,158.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,0.0,343.0,0.0,0,AS_NEW
17212,Houthulst,HOUSE,HOUSE,288545.0,3.0,158.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,0.0,343.0,0.0,0,AS_NEW
17213,Dendermonde,HOUSE,HOUSE,289000.0,3.0,153.0,INSTALLED,0,0.0,1,20.0,1,46.0,180.0,3.0,0,TO_BE_DONE_UP
17214,Grand-Rosière-Hottomont,HOUSE,HOUSE,290000.0,3.0,298.0,INSTALLED,0,0.0,0,0.0,1,1300.0,1568.0,4.0,0,TO_BE_DONE_UP
17215,Tessenderlo,HOUSE,VILLA,290000.0,3.0,178.0,INSTALLED,0,0.0,1,0.0,0,0.0,991.0,4.0,0,TO_BE_DONE_UP
17216,VICHTE,HOUSE,HOUSE,294250.0,3.0,129.0,INSTALLED,0,0.0,1,57.0,1,0.0,125.0,0.0,0,GOOD
17217,Hasselt,HOUSE,HOUSE,294500.0,3.0,134.0,INSTALLED,1,0.0,0,0.0,1,1.0,575.0,3.0,0,TO_BE_DONE_UP
17218,Jette,HOUSE,HOUSE,295000.0,2.0,78.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,47.0,2.0,0,UNKNOWN
17219,BOUSVAL,HOUSE,HOUSE,295000.0,3.0,170.0,INSTALLED,0,0.0,0,0.0,1,0.0,469.0,3.0,0,GOOD
17220,Lier,HOUSE,HOUSE,295000.0,3.0,195.89453526389536,HYPER_EQUIPPED,0,0.0,0,0.0,1,30.0,135.0,2.0,0,GOOD
17221,Beauraing Baronville,HOUSE,HOUSE,295000.0,5.0,207.0,INSTALLED,0,0.0,1,0.0,0,0.0,132.0,3.0,0,GOOD
17222,La Louvière Haine-Saint-Pierre,HOUSE,MIXED_USE_BUILDING,295000.0,0.0,235.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
17223,Kraainem,HOUSE,HOUSE,469000.0,3.0,115.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,183.0,2.0,0,GOOD
17224,Oostende,HOUSE,HOUSE,419000.0,4.0,283.0,INSTALLED,0,0.0,1,0.0,0,0.0,192.0,0.0,0,GOOD
17225,Schaerbeek,HOUSE,HOUSE,940000.0,4.0,345.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,345.0,0.0,0,AS_NEW
17226,Zulte,APARTMENT,APARTMENT,235000.0,2.0,99.71322712115598,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,GOOD
17227,Koksijde,APARTMENT,APARTMENT,190000.0,2.0,65.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
17228,Spa,HOUSE,MANSION,540000.0,7.0,235.0,INSTALLED,0,0.0,1,29.0,1,1679.0,1820.0,4.0,0,GOOD
17229,Nevele,HOUSE,VILLA,1255248.0,4.0,322.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1761.0,4.0,0,GOOD
17230,Grimbergen,APARTMENT,APARTMENT,290000.0,2.0,82.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,TO_RENOVATE
17231,Oostende,APARTMENT,APARTMENT,210000.0,3.0,108.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,GOOD
17232,Pelt,HOUSE,VILLA,1495000.0,8.0,631.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,4930.0,4.0,0,GOOD
17233,Schilde,HOUSE,VILLA,1875000.0,4.0,670.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,2001.0,4.0,0,GOOD
17234,Ham-sur-Heure,HOUSE,HOUSE,78000.0,2.0,77.0,NOT_INSTALLED,0,0.0,0,0.0,1,400.0,430.0,2.0,0,UNKNOWN
17235,Sint-Andries,APARTMENT,APARTMENT,265000.0,3.0,118.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
17236,Sint-Andries,HOUSE,HOUSE,431000.0,3.0,155.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,248.0,3.0,0,UNKNOWN
17237,Gerpinnes,APARTMENT,APARTMENT,398000.0,3.0,151.0,SEMI_EQUIPPED,0,0.0,1,16.0,1,2238.0,0.0,4.0,0,UNKNOWN
17238,Ymittos,APARTMENT,APARTMENT,220000.0,1.0,106.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,GOOD
17239,Athènes,APARTMENT,APARTMENT,175000.0,2.0,70.0,NOT_DEFINED,0,1.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
17240,Anavyssos,HOUSE,HOUSE,350000.0,3.0,180.0,NOT_DEFINED,1,1.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
17241,Oostkamp,APARTMENT,PENTHOUSE,449000.0,3.0,115.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,4.0,0,UNKNOWN
17242,Uccle,APARTMENT,PENTHOUSE,625000.0,3.0,160.0,INSTALLED,0,0.0,1,26.0,0,0.0,0.0,3.0,0,GOOD
17243,Aalter,APARTMENT,APARTMENT,319000.0,0.0,242.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,UNKNOWN
17244,Gent,HOUSE,HOUSE,179000.0,1.0,29.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
17245,Tielt,HOUSE,HOUSE,328000.0,3.0,190.0,INSTALLED,0,0.0,0,0.0,1,300.0,2707.0,3.0,0,TO_RENOVATE
17246,Deerlijk,HOUSE,HOUSE,199000.0,2.0,119.0,INSTALLED,0,0.0,0,0.0,0,0.0,75.0,2.0,0,GOOD
17247,Sint-Niklaas,APARTMENT,APARTMENT,294000.0,2.0,134.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,2.0,0,GOOD
17248,Wellen,APARTMENT,SERVICE_FLAT,295000.0,2.0,119.0,INSTALLED,0,0.0,1,8.0,1,27.0,0.0,3.0,0,GOOD
17249,Beringen,HOUSE,HOUSE,429000.0,3.0,222.0,NOT_DEFINED,0,0.0,1,25.0,1,0.0,1050.0,4.0,0,GOOD
17250,Geraardsbergen,HOUSE,HOUSE,189000.0,2.0,220.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,100.0,2.0,0,UNKNOWN
17251,Ronse,HOUSE,HOUSE,269000.0,3.0,110.0,INSTALLED,0,0.0,1,0.0,0,0.0,272.0,2.0,0,GOOD
17252,Herve,HOUSE,VILLA,330000.0,3.0,146.0,INSTALLED,0,0.0,1,84.0,1,265.0,645.0,4.0,0,GOOD
17253,Mariakerke,HOUSE,HOUSE,330000.0,1.0,208.0,INSTALLED,0,0.0,0,0.0,0,0.0,541.0,3.0,0,TO_RENOVATE
17254,Mariakerke,HOUSE,HOUSE,330000.0,3.0,208.0,INSTALLED,0,0.0,0,0.0,0,0.0,541.0,3.0,0,TO_RENOVATE
17255,Merksem,HOUSE,HOUSE,335000.0,4.0,170.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,123.0,2.0,0,GOOD
17256,Ninove,HOUSE,HOUSE,335000.0,3.0,146.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,343.0,3.0,0,TO_RENOVATE
17257,Ninove,HOUSE,HOUSE,335000.0,3.0,146.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,343.0,3.0,0,TO_RENOVATE
17258,Verviers,HOUSE,APARTMENT_BLOCK,337500.0,4.0,232.0,SEMI_EQUIPPED,0,0.0,1,13.0,1,150.0,250.0,2.0,0,TO_BE_DONE_UP
17259,Wauthier-Braine,HOUSE,HOUSE,339000.0,3.0,217.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,521.0,4.0,0,UNKNOWN
17260,Pepinster,HOUSE,MIXED_USE_BUILDING,339000.0,4.0,174.0,NOT_INSTALLED,0,0.0,1,6.0,0,0.0,435.0,2.0,0,GOOD
17261,Aywaille,HOUSE,HOUSE,339000.0,3.0,187.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,800.0,3.0,0,GOOD
17262,Andenne,HOUSE,HOUSE,339000.0,4.0,117.0,NOT_DEFINED,0,0.0,1,64.0,1,1064.0,1189.0,4.0,0,GOOD
17263,Eeklo,HOUSE,HOUSE,339000.0,5.0,165.0,INSTALLED,0,1.0,1,35.0,1,0.0,284.0,3.0,0,AS_NEW
17264,Olne,HOUSE,HOUSE,340000.0,3.0,143.0,INSTALLED,0,0.0,1,11.0,1,1100.0,1647.0,4.0,0,AS_NEW
17265,Enghien,HOUSE,HOUSE,340000.0,2.0,186.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,90.0,1.0,0,UNKNOWN
